,first,second,third
100564,2,3,1
100565,3,1,2
100566,2,1,3
100567,1,2,3
100568,3,1,2
100569,2,3,1
100570,2,3,1
100571,3,1,2
100572,1,2,3
100573,3,1,2
100574,1,3,2
100575,3,1,2
100576,3,1,2
100577,1,3,2
100578,1,2,3
100579,1,3,2
100580,3,2,1
100581,3,1,2
100582,3,1,2
100583,2,3,1
100584,3,1,2
100585,1,2,3
100586,3,2,1
100587,2,3,1
100588,3,1,2
100589,3,2,1
100590,2,1,3
100591,2,1,3
100592,2,3,1
100593,1,2,3
100594,1,2,3
100595,2,1,3
100596,3,1,2
100597,3,2,1
100598,2,3,1
100599,1,2,3
100600,3,2,1
100601,2,3,1
100602,3,1,2
100603,3,1,2
100604,1,2,3
100605,1,3,2
100606,3,2,1
100607,2,3,1
100608,1,2,3
100609,2,3,1
100610,2,1,3
100611,3,1,2
100612,3,2,1
100613,1,2,3
100614,1,3,2
100615,2,1,3
100616,1,2,3
100617,2,3,1
100618,2,1,3
100619,2,1,3
100620,2,3,1
100621,3,2,1
100622,2,3,1
100623,1,3,2
100624,1,3,2
100625,3,1,2
100626,3,1,2
100627,1,2,3
100628,1,2,3
100629,2,3,1
100630,3,1,2
100631,1,3,2
100632,1,3,2
100633,2,1,3
100634,2,3,1
100635,3,2,1
100636,1,2,3
100637,3,1,2
100638,2,1,3
100639,1,3,2
100640,1,2,3
100641,2,3,1
100642,3,1,2
100643,3,2,1
100644,2,1,3
100645,3,2,1
100646,3,2,1
100647,1,2,3
100648,1,3,2
100649,3,1,2
100650,3,2,1
100651,2,1,3
100652,3,2,1
100653,3,1,2
100654,2,1,3
100655,1,2,3
100656,2,1,3
100657,2,1,3
100658,2,3,1
100659,1,3,2
100660,3,1,2
100661,3,2,1
100662,1,3,2
100663,2,3,1
100664,2,3,1
100665,1,3,2
100666,2,1,3
100667,3,2,1
100668,3,1,2
100669,3,2,1
100670,2,1,3
100671,2,3,1
100672,1,3,2
100673,2,3,1
100674,3,1,2
100675,3,2,1
100676,2,3,1
100677,2,1,3
100678,2,3,1
100679,3,1,2
100680,2,1,3
100681,3,2,1
100682,1,3,2
100683,3,2,1
100684,1,3,2
100685,2,3,1
100686,3,2,1
100687,2,3,1
100688,3,2,1
100689,2,3,1
100690,1,2,3
100691,2,3,1
100692,2,3,1
100693,3,1,2
100694,1,3,2
100695,1,2,3
100696,1,2,3
100697,2,1,3
100698,3,1,2
100699,3,1,2
100700,3,2,1
100701,2,3,1
100702,2,3,1
100703,2,1,3
100704,3,1,2
100705,1,2,3
100706,1,3,2
100707,1,2,3
100708,3,1,2
100709,2,3,1
100710,3,1,2
100711,1,2,3
100712,2,1,3
100713,3,1,2
100714,2,1,3
100715,1,2,3
100716,3,1,2
100717,3,1,2
100718,2,3,1
100719,2,1,3
100720,1,2,3
100721,1,2,3
100722,1,2,3
100723,1,2,3
100724,1,2,3
100725,2,3,1
100726,3,2,1
100727,3,1,2
100728,1,2,3
100729,2,1,3
100730,3,1,2
100731,2,3,1
100732,3,2,1
100733,1,3,2
100734,1,2,3
100735,2,3,1
100736,1,3,2
100737,3,2,1
100738,2,3,1
100739,2,3,1
100740,3,1,2
100741,3,1,2
100742,3,2,1
100743,3,1,2
100744,2,1,3
100745,1,3,2
100746,3,1,2
100747,3,2,1
100748,1,2,3
100749,2,3,1
100750,2,3,1
100751,3,1,2
100752,2,3,1
100753,1,3,2
100754,1,3,2
100755,2,3,1
100756,1,3,2
100757,2,1,3
100758,2,1,3
100759,1,3,2
100760,3,1,2
100761,3,1,2
100762,3,2,1
100763,3,2,1
100764,1,2,3
100765,3,1,2
100766,3,1,2
100767,1,3,2
100768,3,1,2
100769,2,3,1
100770,2,1,3
100771,1,3,2
100772,3,2,1
100773,2,3,1
100774,2,3,1
100775,3,1,2
100776,3,1,2
100777,1,3,2
100778,2,3,1
100779,1,3,2
100780,2,1,3
100781,3,2,1
100782,1,3,2
100783,1,3,2
100784,3,2,1
100785,1,3,2
100786,3,1,2
100787,3,1,2
100788,3,2,1
100789,3,1,2
100790,1,3,2
100791,1,2,3
100792,3,1,2
100793,2,1,3
100794,3,2,1
100795,1,3,2
100796,3,1,2
100797,1,2,3
100798,2,1,3
100799,3,2,1
100800,3,1,2
100801,1,2,3
100802,1,3,2
100803,2,1,3
100804,3,2,1
100805,1,3,2
100806,2,1,3
100807,2,1,3
100808,3,2,1
100809,1,2,3
100810,3,2,1
100811,2,1,3
100812,2,3,1
100813,1,3,2
100814,2,1,3
100815,2,3,1
100816,3,2,1
100817,1,3,2
100818,2,3,1
100819,3,2,1
100820,1,3,2
100821,2,1,3
100822,3,2,1
100823,3,2,1
100824,3,2,1
100825,3,1,2
100826,2,3,1
100827,1,3,2
100828,2,1,3
100829,3,2,1
100830,2,1,3
100831,1,2,3
100832,3,2,1
100833,1,2,3
100834,3,2,1
100835,3,2,1
100836,2,3,1
100837,2,3,1
100838,3,2,1
100839,3,2,1
100840,1,3,2
100841,2,1,3
100842,3,2,1
100843,3,2,1
100844,2,1,3
100845,2,1,3
100846,2,3,1
100847,2,1,3
100848,3,2,1
100849,2,1,3
100850,3,1,2
100851,1,2,3
100852,3,2,1
100853,2,1,3
100854,1,2,3
100855,2,3,1
100856,1,2,3
100857,3,2,1
100858,2,1,3
100859,2,3,1
100860,3,2,1
100861,2,1,3
100862,2,1,3
100863,2,3,1
100864,2,3,1
100865,3,2,1
100866,2,1,3
100867,1,2,3
100868,2,3,1
100869,3,1,2
100870,2,3,1
100871,3,1,2
100872,2,1,3
100873,3,2,1
100874,1,3,2
100875,2,3,1
100876,1,2,3
100877,3,1,2
100878,3,1,2
100879,2,1,3
100880,3,2,1
100881,2,3,1
100882,3,1,2
100883,2,1,3
100884,2,3,1
100885,1,2,3
100886,1,2,3
100887,3,1,2
100888,1,3,2
100889,2,3,1
100890,3,2,1
100891,3,2,1
100892,1,2,3
100893,1,3,2
100894,3,1,2
100895,3,2,1
100896,3,2,1
100897,2,1,3
100898,1,3,2
100899,3,1,2
100900,1,3,2
100901,3,2,1
100902,3,2,1
100903,2,3,1
100904,2,3,1
100905,3,2,1
100906,2,1,3
100907,3,2,1
100908,1,2,3
100909,1,3,2
100910,2,3,1
100911,3,2,1
100912,1,3,2
100913,2,1,3
100914,2,3,1
100915,1,2,3
100916,2,3,1
100917,1,3,2
100918,2,3,1
100919,2,3,1
100920,3,1,2
100921,2,1,3
100922,1,2,3
100923,2,3,1
100924,2,3,1
100925,3,1,2
100926,2,1,3
100927,3,1,2
100928,2,3,1
100929,1,3,2
100930,2,3,1
100931,3,1,2
100932,2,1,3
100933,2,1,3
100934,2,1,3
100935,3,2,1
100936,3,1,2
100937,1,2,3
100938,1,3,2
100939,3,1,2
100940,2,3,1
100941,2,1,3
100942,2,1,3
100943,2,3,1
100944,3,1,2
100945,2,1,3
100946,1,3,2
100947,1,3,2
100948,3,1,2
100949,1,3,2
100950,1,3,2
100951,1,2,3
100952,2,1,3
100953,3,1,2
100954,3,1,2
100955,1,3,2
100956,2,3,1
100957,2,1,3
100958,3,1,2
100959,2,3,1
100960,2,1,3
100961,3,1,2
100962,3,2,1
100963,2,1,3
100964,2,3,1
100965,2,1,3
100966,1,2,3
100967,2,3,1
100968,3,1,2
100969,2,3,1
100970,3,2,1
100971,3,1,2
100972,1,3,2
100973,2,1,3
100974,1,3,2
100975,3,2,1
100976,3,1,2
100977,1,2,3
100978,3,1,2
100979,1,2,3
100980,1,3,2
100981,2,3,1
100982,2,3,1
100983,2,3,1
100984,1,2,3
100985,1,3,2
100986,2,1,3
100987,1,3,2
100988,2,1,3
100989,3,2,1
100990,3,2,1
100991,1,2,3
100992,1,2,3
100993,1,2,3
100994,3,1,2
100995,2,1,3
100996,3,1,2
100997,1,2,3
100998,1,2,3
100999,1,2,3
101000,1,2,3
101001,2,3,1
101002,1,3,2
101003,2,1,3
101004,3,2,1
101005,1,3,2
101006,2,3,1
101007,3,1,2
101008,2,1,3
101009,1,2,3
101010,3,1,2
101011,3,2,1
101012,1,3,2
101013,1,3,2
101014,2,1,3
101015,1,3,2
101016,3,2,1
101017,1,2,3
101018,3,2,1
101019,2,3,1
101020,2,1,3
101021,1,2,3
101022,2,1,3
101023,1,3,2
101024,3,2,1
101025,2,1,3
101026,3,2,1
101027,2,1,3
101028,1,2,3
101029,1,3,2
101030,3,2,1
101031,2,1,3
101032,3,2,1
101033,2,3,1
101034,2,1,3
101035,2,3,1
101036,1,2,3
101037,2,3,1
101038,2,1,3
101039,1,3,2
101040,1,3,2
101041,2,3,1
101042,2,1,3
101043,3,1,2
101044,1,2,3
101045,3,2,1
101046,1,2,3
101047,3,1,2
101048,3,2,1
101049,2,3,1
101050,1,3,2
101051,1,3,2
101052,1,3,2
101053,1,3,2
101054,2,3,1
101055,3,2,1
101056,2,3,1
101057,1,3,2
101058,2,1,3
101059,2,1,3
101060,1,2,3
101061,1,3,2
101062,3,1,2
101063,2,3,1
101064,2,3,1
101065,2,3,1
101066,3,1,2
101067,1,3,2
101068,3,1,2
101069,2,3,1
101070,2,1,3
101071,2,1,3
101072,2,3,1
101073,1,3,2
101074,1,3,2
101075,2,1,3
101076,3,2,1
101077,3,1,2
101078,2,3,1
101079,1,2,3
101080,1,3,2
101081,1,3,2
101082,1,2,3
101083,1,2,3
101084,2,3,1
101085,1,3,2
101086,1,2,3
101087,1,3,2
101088,2,1,3
101089,3,2,1
101090,3,1,2
101091,1,2,3
101092,3,2,1
101093,1,3,2
101094,1,2,3
101095,1,2,3
101096,1,2,3
101097,3,1,2
101098,2,3,1
101099,3,2,1
101100,3,1,2
101101,2,1,3
101102,2,1,3
101103,2,3,1
101104,1,3,2
101105,3,1,2
101106,2,3,1
101107,1,2,3
101108,1,3,2
101109,1,3,2
101110,3,1,2
101111,2,3,1
101112,2,3,1
101113,3,1,2
101114,1,2,3
101115,3,2,1
101116,2,1,3
101117,2,3,1
101118,1,3,2
101119,2,3,1
101120,3,2,1
101121,3,1,2
101122,2,1,3
101123,3,2,1
101124,3,2,1
101125,3,1,2
101126,1,3,2
101127,2,1,3
101128,2,1,3
101129,2,3,1
101130,2,3,1
101131,2,3,1
101132,3,2,1
101133,1,3,2
101134,1,3,2
101135,3,2,1
101136,2,3,1
101137,1,3,2
101138,3,2,1
101139,2,1,3
101140,3,2,1
101141,1,3,2
101142,1,2,3
101143,1,3,2
101144,2,1,3
101145,3,2,1
101146,2,1,3
101147,2,1,3
101148,3,1,2
101149,2,3,1
101150,3,1,2
101151,2,1,3
101152,2,3,1
101153,1,2,3
101154,3,2,1
101155,2,3,1
101156,3,2,1
101157,1,2,3
101158,2,1,3
101159,3,2,1
101160,3,1,2
101161,3,1,2
101162,3,2,1
101163,1,3,2
101164,3,1,2
101165,3,2,1
101166,1,2,3
101167,1,3,2
101168,2,1,3
101169,3,2,1
101170,1,3,2
101171,3,2,1
101172,1,2,3
101173,2,1,3
101174,3,2,1
101175,2,3,1
101176,3,1,2
101177,2,3,1
101178,3,2,1
101179,1,3,2
101180,2,3,1
101181,3,1,2
101182,3,1,2
101183,3,2,1
101184,3,2,1
101185,1,2,3
101186,2,1,3
101187,1,2,3
101188,2,3,1
101189,2,3,1
101190,3,1,2
101191,1,3,2
101192,2,3,1
101193,1,2,3
101194,2,3,1
101195,1,2,3
101196,1,2,3
101197,2,3,1
101198,3,1,2
101199,3,2,1
101200,3,2,1
101201,2,1,3
101202,3,1,2
101203,3,2,1
101204,3,1,2
101205,2,3,1
101206,1,3,2
101207,3,1,2
101208,1,3,2
101209,1,2,3
101210,2,1,3
101211,1,3,2
101212,2,1,3
101213,3,2,1
101214,2,1,3
101215,2,3,1
101216,2,1,3
101217,2,1,3
101218,2,3,1
101219,3,1,2
101220,2,1,3
101221,2,3,1
101222,1,3,2
101223,3,2,1
101224,3,1,2
101225,1,2,3
101226,1,2,3
101227,3,1,2
101228,1,3,2
101229,1,3,2
101230,2,1,3
101231,2,1,3
101232,3,2,1
101233,2,3,1
101234,1,3,2
101235,1,3,2
101236,2,3,1
101237,2,1,3
101238,3,2,1
101239,2,3,1
101240,1,2,3
101241,3,1,2
101242,1,2,3
101243,2,3,1
101244,1,3,2
101245,1,2,3
101246,1,2,3
101247,2,1,3
101248,1,3,2
101249,1,2,3
101250,1,3,2
101251,3,1,2
101252,1,3,2
101253,1,3,2
101254,2,3,1
101255,2,1,3
101256,1,3,2
101257,2,3,1
101258,1,2,3
101259,3,1,2
101260,1,2,3
101261,3,1,2
101262,1,2,3
101263,1,3,2
101264,1,2,3
101265,3,1,2
101266,3,1,2
101267,3,1,2
101268,2,1,3
101269,2,1,3
101270,2,1,3
101271,2,1,3
101272,3,1,2
101273,3,1,2
101274,3,1,2
101275,1,2,3
101276,3,1,2
101277,2,3,1
101278,1,2,3
101279,2,3,1
101280,1,3,2
101281,2,1,3
101282,3,2,1
101283,3,1,2
101284,2,3,1
101285,3,2,1
101286,3,1,2
101287,2,1,3
101288,1,3,2
101289,3,2,1
101290,2,1,3
101291,1,3,2
101292,3,2,1
101293,3,1,2
101294,3,1,2
101295,3,1,2
101296,3,2,1
101297,1,2,3
101298,2,3,1
101299,3,1,2
101300,2,3,1
101301,1,2,3
101302,3,1,2
101303,3,2,1
101304,1,2,3
101305,1,2,3
101306,2,3,1
101307,3,1,2
101308,1,2,3
101309,2,1,3
101310,1,3,2
101311,1,3,2
101312,3,1,2
101313,1,2,3
101314,3,2,1
101315,1,3,2
101316,1,3,2
101317,1,2,3
101318,2,3,1
101319,2,1,3
101320,3,1,2
101321,3,1,2
101322,1,3,2
101323,2,1,3
101324,2,1,3
101325,2,3,1
101326,1,3,2
101327,2,1,3
101328,2,1,3
101329,1,3,2
101330,2,3,1
101331,3,2,1
101332,1,2,3
101333,2,3,1
101334,2,1,3
101335,1,3,2
101336,1,2,3
101337,2,3,1
101338,3,2,1
101339,3,1,2
101340,2,3,1
101341,2,3,1
101342,1,2,3
101343,1,3,2
101344,3,1,2
101345,2,1,3
101346,2,1,3
101347,2,1,3
101348,2,1,3
101349,1,2,3
101350,1,2,3
101351,3,1,2
101352,2,1,3
101353,2,1,3
101354,3,2,1
101355,2,1,3
101356,1,2,3
101357,2,3,1
101358,2,1,3
101359,1,3,2
101360,3,2,1
101361,1,2,3
101362,3,1,2
101363,1,3,2
101364,3,2,1
101365,1,3,2
101366,3,1,2
101367,3,1,2
101368,1,3,2
101369,2,3,1
101370,1,2,3
101371,3,2,1
101372,1,3,2
101373,1,2,3
101374,3,2,1
101375,3,2,1
101376,2,1,3
101377,1,3,2
101378,3,1,2
101379,1,3,2
101380,3,1,2
101381,3,2,1
101382,3,2,1
101383,1,2,3
101384,1,2,3
101385,3,2,1
101386,2,1,3
101387,1,3,2
101388,3,1,2
101389,2,1,3
101390,2,3,1
101391,3,1,2
101392,1,3,2
101393,2,1,3
101394,3,2,1
101395,2,1,3
101396,2,1,3
101397,1,3,2
101398,1,3,2
101399,3,2,1
101400,3,2,1
101401,1,2,3
101402,2,3,1
101403,3,1,2
101404,3,1,2
101405,1,3,2
101406,1,2,3
101407,2,3,1
101408,1,3,2
101409,3,1,2
101410,1,2,3
101411,2,1,3
101412,3,2,1
101413,3,2,1
101414,1,2,3
101415,2,3,1
101416,1,3,2
101417,3,2,1
101418,3,1,2
101419,3,2,1
101420,1,3,2
101421,2,3,1
101422,3,1,2
101423,1,2,3
101424,3,2,1
101425,3,2,1
101426,1,3,2
101427,2,1,3
101428,3,2,1
101429,1,3,2
101430,2,1,3
101431,3,1,2
101432,1,3,2
101433,1,3,2
101434,1,2,3
101435,1,3,2
101436,2,3,1
101437,1,3,2
101438,3,2,1
101439,1,3,2
101440,1,2,3
101441,2,1,3
101442,3,2,1
101443,3,1,2
101444,3,2,1
101445,1,3,2
101446,2,1,3
101447,1,3,2
101448,3,1,2
101449,2,1,3
101450,1,3,2
101451,1,2,3
101452,3,1,2
101453,1,3,2
101454,3,1,2
101455,1,3,2
101456,3,1,2
101457,3,1,2
101458,1,3,2
101459,1,3,2
101460,3,2,1
101461,3,1,2
101462,1,3,2
101463,1,3,2
101464,2,3,1
101465,2,1,3
101466,1,2,3
101467,2,1,3
101468,3,2,1
101469,2,3,1
101470,2,3,1
101471,2,3,1
101472,2,3,1
101473,1,2,3
101474,3,2,1
101475,3,2,1
101476,2,1,3
101477,1,3,2
101478,1,3,2
101479,2,1,3
101480,3,2,1
101481,1,3,2
101482,2,3,1
101483,2,1,3
101484,3,2,1
101485,3,2,1
101486,3,1,2
101487,3,2,1
101488,3,2,1
101489,1,2,3
101490,2,3,1
101491,2,3,1
101492,2,1,3
101493,2,3,1
101494,2,3,1
101495,3,2,1
101496,2,1,3
101497,1,2,3
101498,3,1,2
101499,1,3,2
101500,2,1,3
101501,3,2,1
101502,3,1,2
101503,1,2,3
101504,2,1,3
101505,2,3,1
101506,1,2,3
101507,1,2,3
101508,1,3,2
101509,2,1,3
101510,1,2,3
101511,1,3,2
101512,3,2,1
101513,2,1,3
101514,2,1,3
101515,3,1,2
101516,2,3,1
101517,2,3,1
101518,3,2,1
101519,1,3,2
101520,1,2,3
101521,2,3,1
101522,1,2,3
101523,2,1,3
101524,3,2,1
101525,3,2,1
101526,2,1,3
101527,1,3,2
101528,3,2,1
101529,1,2,3
101530,2,3,1
101531,3,2,1
101532,2,1,3
101533,2,3,1
101534,1,2,3
101535,1,2,3
101536,2,3,1
101537,1,3,2
101538,3,1,2
101539,1,3,2
101540,2,3,1
101541,2,1,3
101542,3,1,2
101543,3,1,2
101544,3,1,2
101545,2,1,3
101546,3,2,1
101547,1,2,3
101548,3,2,1
101549,3,2,1
101550,3,1,2
101551,2,1,3
101552,3,1,2
101553,3,1,2
101554,3,1,2
101555,2,1,3
101556,1,2,3
101557,2,1,3
101558,2,1,3
101559,3,1,2
101560,3,1,2
101561,2,3,1
101562,2,3,1
101563,2,1,3
101564,3,1,2
101565,2,3,1
101566,1,3,2
101567,3,1,2
101568,1,2,3
101569,1,2,3
101570,2,3,1
101571,2,3,1
101572,2,3,1
101573,1,2,3
101574,3,1,2
101575,2,1,3
101576,2,1,3
101577,1,3,2
101578,2,3,1
101579,2,1,3
101580,3,2,1
101581,2,3,1
101582,1,3,2
101583,2,1,3
101584,3,1,2
101585,2,3,1
101586,2,3,1
101587,2,3,1
101588,3,2,1
101589,3,2,1
101590,2,3,1
101591,2,3,1
101592,2,1,3
101593,3,1,2
101594,2,1,3
101595,1,3,2
101596,3,2,1
101597,1,3,2
101598,1,2,3
101599,1,2,3
101600,3,1,2
101601,1,3,2
101602,1,2,3
101603,2,3,1
101604,1,3,2
101605,2,3,1
101606,1,2,3
101607,2,3,1
101608,2,3,1
101609,3,1,2
101610,1,2,3
101611,1,2,3
101612,2,3,1
101613,1,2,3
101614,3,2,1
101615,3,2,1
101616,1,3,2
101617,3,2,1
101618,2,1,3
101619,2,1,3
101620,2,1,3
101621,2,1,3
101622,2,3,1
101623,3,1,2
101624,2,1,3
101625,1,3,2
101626,1,2,3
101627,3,2,1
101628,2,1,3
101629,3,1,2
101630,3,1,2
101631,2,3,1
101632,2,1,3
101633,2,3,1
101634,1,2,3
101635,2,1,3
101636,3,1,2
101637,1,2,3
101638,1,2,3
101639,1,3,2
101640,2,3,1
101641,3,2,1
101642,1,2,3
101643,2,3,1
101644,2,1,3
101645,1,2,3
101646,1,2,3
101647,2,3,1
101648,1,3,2
101649,3,2,1
101650,1,2,3
101651,1,3,2
101652,3,1,2
101653,1,3,2
101654,2,1,3
101655,3,2,1
101656,2,3,1
101657,3,1,2
101658,1,2,3
101659,2,3,1
101660,1,3,2
101661,3,1,2
101662,2,1,3
101663,2,3,1
101664,1,3,2
101665,2,1,3
101666,2,1,3
101667,1,3,2
101668,2,3,1
101669,1,2,3
101670,3,2,1
101671,2,1,3
101672,1,3,2
101673,3,1,2
101674,3,2,1
101675,1,3,2
101676,1,3,2
101677,3,1,2
101678,3,2,1
101679,2,1,3
101680,2,1,3
101681,3,2,1
101682,3,2,1
101683,1,3,2
101684,1,3,2
101685,2,3,1
101686,1,2,3
101687,2,3,1
101688,2,1,3
101689,3,1,2
101690,2,3,1
101691,1,2,3
101692,2,1,3
101693,2,3,1
101694,1,2,3
101695,2,3,1
101696,3,2,1
101697,1,3,2
101698,1,3,2
101699,1,3,2
101700,1,3,2
101701,1,2,3
101702,2,3,1
101703,2,1,3
101704,3,2,1
101705,1,3,2
101706,2,1,3
101707,2,1,3
101708,2,1,3
101709,2,3,1
101710,3,2,1
101711,1,2,3
101712,3,2,1
101713,1,2,3
101714,2,3,1
101715,3,2,1
101716,2,3,1
101717,3,2,1
101718,1,3,2
101719,2,1,3
101720,3,1,2
101721,3,1,2
101722,2,3,1
101723,3,2,1
101724,1,2,3
101725,2,1,3
101726,3,2,1
101727,2,1,3
101728,2,1,3
101729,1,3,2
101730,1,3,2
101731,3,2,1
101732,2,3,1
101733,1,3,2
101734,1,2,3
101735,1,2,3
101736,3,2,1
101737,1,3,2
101738,1,2,3
101739,1,3,2
101740,3,2,1
101741,1,2,3
101742,1,2,3
101743,1,2,3
101744,2,3,1
101745,2,3,1
101746,2,3,1
101747,3,1,2
101748,3,2,1
101749,3,2,1
101750,1,2,3
101751,2,3,1
101752,1,3,2
101753,3,2,1
101754,2,1,3
101755,2,1,3
101756,1,3,2
101757,3,1,2
101758,2,1,3
101759,1,3,2
101760,1,2,3
101761,1,3,2
101762,2,1,3
101763,1,3,2
101764,2,3,1
101765,1,2,3
101766,2,3,1
101767,2,3,1
101768,1,3,2
101769,3,2,1
101770,3,2,1
101771,1,3,2
101772,3,2,1
101773,1,2,3
101774,2,1,3
101775,1,2,3
101776,3,1,2
101777,2,3,1
101778,1,3,2
101779,2,3,1
101780,1,3,2
101781,2,3,1
101782,2,1,3
101783,3,2,1
101784,2,1,3
101785,3,1,2
101786,3,1,2
101787,2,3,1
101788,2,3,1
101789,3,2,1
101790,3,1,2
101791,2,1,3
101792,1,3,2
101793,3,2,1
101794,3,2,1
101795,3,2,1
101796,2,3,1
101797,1,3,2
101798,3,1,2
101799,2,1,3
101800,1,2,3
101801,1,3,2
101802,3,1,2
101803,2,1,3
101804,2,1,3
101805,2,1,3
101806,1,3,2
101807,2,1,3
101808,3,2,1
101809,2,3,1
101810,2,1,3
101811,2,1,3
101812,1,2,3
101813,3,1,2
101814,2,3,1
101815,2,1,3
101816,3,1,2
101817,1,2,3
101818,3,1,2
101819,3,1,2
101820,1,3,2
101821,1,3,2
101822,3,1,2
101823,3,1,2
101824,1,2,3
101825,2,3,1
101826,1,2,3
101827,1,3,2
101828,3,2,1
101829,3,1,2
101830,1,2,3
101831,3,1,2
101832,3,1,2
101833,1,3,2
101834,3,1,2
101835,1,3,2
101836,1,2,3
101837,2,1,3
101838,1,2,3
101839,1,2,3
101840,2,3,1
101841,1,3,2
101842,3,1,2
101843,1,2,3
101844,2,1,3
101845,3,1,2
101846,3,1,2
101847,3,2,1
101848,3,2,1
101849,1,3,2
101850,3,1,2
101851,3,1,2
101852,3,2,1
101853,1,2,3
101854,3,1,2
101855,1,3,2
101856,2,1,3
101857,1,2,3
101858,2,1,3
101859,2,3,1
101860,1,3,2
101861,2,3,1
101862,3,2,1
101863,1,2,3
101864,2,3,1
101865,2,1,3
101866,2,3,1
101867,3,2,1
101868,3,2,1
101869,2,1,3
101870,2,1,3
101871,2,1,3
101872,1,3,2
101873,3,1,2
101874,3,1,2
101875,3,2,1
101876,2,3,1
101877,2,1,3
101878,2,3,1
101879,1,2,3
101880,3,1,2
101881,3,1,2
101882,3,1,2
101883,2,1,3
101884,1,2,3
101885,3,2,1
101886,1,2,3
101887,1,3,2
101888,3,2,1
101889,3,1,2
101890,1,3,2
101891,1,2,3
101892,1,2,3
101893,2,3,1
101894,3,1,2
101895,2,1,3
101896,2,1,3
101897,3,2,1
101898,1,3,2
101899,1,2,3
101900,2,3,1
101901,2,1,3
101902,3,2,1
101903,2,3,1
101904,2,1,3
101905,3,2,1
101906,1,2,3
101907,1,2,3
101908,1,2,3
101909,3,1,2
101910,3,2,1
101911,3,2,1
101912,3,1,2
101913,1,3,2
101914,2,1,3
101915,2,1,3
101916,2,3,1
101917,1,2,3
101918,1,2,3
101919,1,3,2
101920,2,1,3
101921,1,2,3
101922,2,1,3
101923,2,3,1
101924,3,1,2
101925,2,1,3
101926,2,3,1
101927,3,1,2
101928,3,2,1
101929,3,2,1
101930,2,1,3
101931,1,2,3
101932,1,2,3
101933,3,2,1
101934,3,2,1
101935,1,2,3
101936,3,2,1
101937,2,3,1
101938,1,3,2
101939,2,3,1
101940,2,3,1
101941,1,2,3
101942,2,1,3
101943,1,2,3
101944,1,2,3
101945,2,3,1
101946,3,2,1
101947,2,3,1
101948,3,2,1
101949,3,1,2
101950,3,1,2
101951,1,2,3
101952,3,1,2
101953,2,3,1
101954,2,3,1
101955,1,2,3
101956,3,2,1
101957,2,3,1
101958,2,1,3
101959,1,3,2
101960,2,3,1
101961,2,1,3
101962,3,2,1
101963,1,2,3
101964,2,3,1
101965,1,2,3
101966,3,1,2
101967,2,1,3
101968,1,3,2
101969,3,2,1
101970,1,2,3
101971,1,3,2
101972,1,3,2
101973,3,2,1
101974,2,3,1
101975,2,3,1
101976,3,2,1
101977,2,1,3
101978,2,1,3
101979,3,2,1
101980,1,2,3
101981,2,1,3
101982,2,3,1
101983,1,2,3
101984,2,1,3
101985,1,2,3
101986,2,3,1
101987,1,3,2
101988,3,2,1
101989,3,1,2
101990,1,2,3
101991,2,3,1
101992,3,2,1
101993,1,2,3
101994,2,3,1
101995,3,2,1
101996,2,1,3
101997,1,3,2
101998,2,1,3
101999,3,1,2
102000,1,3,2
102001,3,2,1
102002,1,2,3
102003,1,3,2
102004,2,3,1
102005,3,1,2
102006,2,3,1
102007,3,1,2
102008,3,1,2
102009,2,1,3
102010,2,1,3
102011,1,3,2
102012,3,1,2
102013,1,3,2
102014,1,3,2
102015,3,1,2
102016,3,2,1
102017,3,2,1
102018,1,2,3
102019,1,3,2
102020,1,3,2
102021,2,1,3
102022,3,1,2
102023,3,1,2
102024,1,2,3
102025,3,2,1
102026,1,3,2
102027,3,1,2
102028,2,1,3
102029,3,2,1
102030,2,1,3
102031,3,1,2
102032,3,2,1
102033,3,2,1
102034,2,1,3
102035,2,1,3
102036,3,1,2
102037,2,3,1
102038,2,1,3
102039,1,2,3
102040,1,3,2
102041,2,1,3
102042,1,3,2
102043,2,3,1
102044,1,2,3
102045,3,1,2
102046,2,1,3
102047,3,2,1
102048,1,2,3
102049,3,2,1
102050,3,1,2
102051,1,2,3
102052,3,1,2
102053,3,1,2
102054,3,1,2
102055,1,3,2
102056,2,3,1
102057,1,3,2
102058,1,3,2
102059,3,2,1
102060,3,1,2
102061,1,3,2
102062,1,2,3
102063,3,2,1
102064,3,1,2
102065,2,1,3
102066,2,3,1
102067,1,3,2
102068,3,2,1
102069,2,1,3
102070,1,2,3
102071,2,3,1
102072,1,3,2
102073,3,1,2
102074,2,1,3
102075,3,1,2
102076,3,1,2
102077,1,3,2
102078,1,2,3
102079,2,1,3
102080,1,3,2
102081,2,1,3
102082,3,2,1
102083,2,3,1
102084,3,1,2
102085,2,3,1
102086,1,2,3
102087,3,1,2
102088,1,2,3
102089,2,1,3
102090,2,3,1
102091,3,1,2
102092,1,2,3
102093,2,3,1
102094,1,3,2
102095,3,1,2
102096,2,1,3
102097,1,3,2
102098,3,2,1
102099,1,3,2
102100,2,3,1
102101,2,3,1
102102,2,3,1
102103,3,2,1
102104,3,2,1
102105,2,1,3
102106,2,1,3
102107,3,1,2
102108,2,3,1
102109,3,2,1
102110,1,3,2
102111,3,2,1
102112,2,3,1
102113,2,1,3
102114,3,2,1
102115,2,3,1
102116,1,2,3
102117,3,1,2
